File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes
165.0,BLRPKG,Char,1.0,$YESNO.,Boiler system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
166.0,BLRDUCT,Char,1.0,$YESNO.,Boiler system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
167.0,DHRAD,Char,1.0,$YESNO.,District heat system: Radiators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
168.0,DHFNCL,Char,1.0,$YESNO.,District heat system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
169.0,DHINDC,Char,1.0,$YESNO.,District heat system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
170.0,DHLOOP,Char,1.0,$YESNO.,District heat system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
171.0,DHAIR,Char,1.0,$YESNO.,District heat system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
172.0,DHPKG,Char,1.0,$YESNO.,District heat system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
173.0,DHDUCT,Char,1.0,$YESNO.,District heat system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
174.0,HPHPKG,Char,1.0,$YESNO.,Heat pump heating system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
175.0,HPHSPLT,Char,1.0,$YESNO.,Heat pump heating system: Split system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
176.0,HPHROOM,Char,1.0,$YESNO.,Heat pump heating system: Individual room heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
177.0,HPHMINI,Char,1.0,$YESNO.,Heat pump heating system: Ductless mini-split,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
178.0,HPHVRF,Char,1.0,$YESNO.,Heat pump heating system: Variable refrigerant flow,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
179.0,HPHAIR,Char,1.0,$YESNO.,Heat pump heating type: Air source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
180.0,HPHGRD,Char,1.0,$YESNO.,Heat pump heating type: Ground source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
181.0,HPHDUAL,Char,1.0,$YESNO.,Heat pump heating type: Dual source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
182.0,HPHWTR,Char,1.0,$YESNO.,Heat pump heating type: Water loop,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
183.0,HPHBKUP,Char,1.0,$HPBKUP.,Heat pump backup energy source,"'1' = 'Electric resistance backup'
'2' = 'Natural/bottled gas backup (dual fuel)'
'3' = 'No backup source'
Missing = Not applicable"
184.0,SHRDNT,Char,1.0,$YESNO.,Individual heater: Infrared radiant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
185.0,SHBBRD,Char,1.0,$YESNO.,Individual heater: Baseboard,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
186.0,SHPORT,Char,1.0,$YESNO.,Individual heater: Portable space heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
187.0,SHWALL,Char,1.0,$YESNO.,Individual heater: Wall heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
188.0,SHFURN,Char,1.0,$YESNO.,Individual heater: Individual furnace,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
189.0,SHUNIT,Char,1.0,$YESNO.,Individual heater: Unit heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
190.0,SHPTAC,Char,1.0,$YESNO.,Individual heater: Heating element in PTAC,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
191.0,OTSTRP,Char,1.0,$YESNO.,Other heat component: Heating coil or heat strip,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable"
192.0,OTDUCT,Char,1.0,$YESNO.,Other heat component: Duct or electric reheat,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable"
193.0,OTPIU,Char,1.0,$YESNO.,Other heat component: Powered induction units,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable"
194.0,HTVCAV,Char,1.0,$YESNO.,Heating ventilation: Central air handling with CAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
195.0,HTVVAV,Char,1.0,$YESNO.,Heating ventilation: Central air handling with VAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
196.0,HTVFLR,Char,1.0,$YESNO.,Heating ventilation: Underfloor air distribution,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
197.0,HTVOAS,Char,1.0,$YESNO.,Heating ventilation: Dedicated outside air system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
198.0,HTVDEM,Char,1.0,$YESNO.,Heating ventilation: Demand controlled ventilation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
199.0,HTVNON,Char,1.0,$YESNO.,Heating ventilation: None of these,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
200.0,ELCOOL,Char,1.0,$YESNO.,Electricity used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
201.0,NGCOOL,Char,1.0,$YESNO.,Natural gas used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
202.0,FKCOOL,Char,1.0,$YESNO.,Fuel oil used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
203.0,PRCOOL,Char,1.0,$YESNO.,Propane used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
204.0,STCOOL,Char,1.0,$YESNO.,District steam  used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
205.0,HWCOOL,Char,1.0,$YESNO.,District hot water used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
206.0,CWCOOL,Char,1.0,$YESNO.,District chilled water used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
207.0,OTCOOL,Char,1.0,$YESNO.,Other source used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
208.0,COOLP,Num,8.0,,Percent cooled,"1 - 100
Missing = Not applicable"
209.0,RCAC,Char,1.0,$YESNO.,Residential type central A/C,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
210.0,PKGCL,Char,1.0,$YESNO.,Packaged A/C units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
211.0,CHILLR,Char,1.0,$YESNO.,Central chillers inside the building,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
212.0,CHWT,Char,1.0,$YESNO.,District chilled water piped in,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
213.0,HTPMPC,Char,1.0,$YESNO.,Heat pumps for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
214.0,ACWNWL,Char,1.0,$YESNO.,Individual room air conditioners,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
215.0,EVAPCL,Char,1.0,$YESNO.,Evaporative or swamp coolers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
216.0,OTCLEQ,Char,1.0,$YESNO.,Other cooling equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
217.0,RCACP,Num,8.0,,Percent cooled by central A/C,"1 - 100
Missing = Not applicable"
218.0,PKGCP,Num,8.0,,Percent cooled by packaged A/C units,"1 - 100
Missing = Not applicable"
219.0,CHILP,Num,8.0,,Percent cooled by central chillers,"1 - 100
Missing = Not applicable"
220.0,CHWTP,Num,8.0,,Percent cooled by district chilled water,"1 - 100
Missing = Not applicable"
221.0,HTPCP,Num,8.0,,Percent cooled by heat pumps,"1 - 100
Missing = Not applicable"
222.0,ACWNWP,Num,8.0,,Percent cooled by individual room A/C,"1 - 100
Missing = Not applicable"
223.0,EVAPP,Num,8.0,,Percent cooled by swamp coolers,"1 - 100
Missing = Not applicable"
224.0,OTCLP,Num,8.0,,Percent cooled by other cooling equipment,"1 - 100
Missing = Not applicable"
225.0,MAINCL,Char,2.0,$CLEQP.,Main cooling equipment,"'1' = 'Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water'
'2' = 'Packaged air conditioning units (other than heat pumps)'
'3' = 'Central chillers inside (or adjacent to) the building that chill water for air conditioning'
'4' = 'District chilled water piped in from outside the building'
'5' = 'Heat pumps for cooling'
'6' = 'Individual room air conditioners (other than heat pumps)'
'7' = '""Swamp"" coolers or evaporative coolers'
'8' = 'Other cooling equipment'
Missing = Not applicable"
226.0,NWMNCL,Char,1.0,$YESNO.,Main cooling replaced,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
227.0,PKGCLTYP,Char,1.0,$PKGTYP.,Type of packaged cooling,"'1' = 'Factory-assembled unitary packaged unit'
'2' = 'Custom built-up packaged unit'
'3' = 'Both factory-assembled and custom built-up packaged units'
Missing = Not applicable"
228.0,CHLAIRCL,Char,1.0,$YESNO.,Chiller type: Air-cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
229.0,CHLWTRCL,Char,1.0,$YESNO.,Chiller type: Water cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
230.0,CHLABSRP,Char,1.0,$YESNO.,Chiller type: Absorption,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
231.0,HTRCHLR,Char,1.0,$YESNO.,Heater chiller,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
232.0,CHLAIR,Char,1.0,$YESNO.,Chiller system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
233.0,CHLFNCL,Char,1.0,$YESNO.,Chiller system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
234.0,CHLINDC,Char,1.0,$YESNO.,Chiller system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
235.0,CHLLOOP,Char,1.0,$YESNO.,Chiller system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
236.0,CHLBEAM,Char,1.0,$YESNO.,Chiller system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
237.0,CHLPKG,Char,1.0,$YESNO.,Chiller system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
238.0,CHLDUCT,Char,1.0,$YESNO.,Chiller system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
239.0,DCWAIR,Char,1.0,$YESNO.,District CW system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
240.0,DCWFNCL,Char,1.0,$YESNO.,District CW system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
241.0,DCWINDC,Char,1.0,$YESNO.,District CW system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
242.0,DCWLOOP,Char,1.0,$YESNO.,District CW system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
243.0,DCWBEAM,Char,1.0,$YESNO.,District CW system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
244.0,DCWPKG,Char,1.0,$YESNO.,District CW system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
245.0,DCWDUCT,Char,1.0,$YESNO.,District CW system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
246.0,HPCPKG,Char,1.0,$YESNO.,Heat pump cooling system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
247.0,HPCSPLT,Char,1.0,$YESNO.,Heat pump cooling system: Split system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
248.0,HPCROOM,Char,1.0,$YESNO.,Heat pump cooling system: Individual room heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
249.0,HPCMINI,Char,1.0,$YESNO.,Heat pump cooling system: Ductless mini-split,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
250.0,HPCVRF,Char,1.0,$YESNO.,Heat pump cooling system: Variable refrigerant flow,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
251.0,HPCAIR,Char,1.0,$YESNO.,Heat pump cooling type: Air source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
252.0,HPCGRD,Char,1.0,$YESNO.,Heat pump cooling type: Ground source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
253.0,HPCDUAL,Char,1.0,$YESNO.,Heat pump cooling type: Dual source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
254.0,HPCWTR,Char,1.0,$YESNO.,Heat pump cooling type: Water loop,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
255.0,CLVCAV,Char,1.0,$YESNO.,Cooling ventilation: Central air-handling unit with CAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
256.0,CLVVAV,Char,1.0,$YESNO.,Cooling ventilation: Central air-handling unit with VAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
257.0,CLVFLR,Char,1.0,$YESNO.,Cooling ventilation: Underfloor air distribution,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
258.0,CLVOAS,Char,1.0,$YESNO.,Cooling ventilation: Dedicated outside air system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
259.0,CLVDEM,Char,1.0,$YESNO.,Cooling ventilation: Demand controlled ventilation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
260.0,CLVNON,Char,1.0,$YESNO.,Cooling ventilation: None of these types,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
261.0,EMCS,Char,1.0,$YESNO.,Building automation system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
262.0,RDHTNF,Char,1.0,$YESNO.,Heating reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
263.0,HWRDHT,Char,1.0,$HOWRDC.,How reduce heating,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable"
264.0,RDCLNF,Char,1.0,$YESNO.,Cooling reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
265.0,HWRDCL,Char,1.0,$HOWRDC.,How reduce cooling,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable"
266.0,ECN,Char,1.0,$YESNO.,Economizer cycle,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
267.0,ECNTYPE,Char,1.0,$ECNTYP.,Type of economizer,"'1' = 'Air-side economizer'
'2' = 'Water-side economizer'
Missing = Not applicable"
268.0,MAINT,Char,1.0,$YESNO.,Regular HVAC maintenance,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
269.0,ELWATR,Char,1.0,$YESNO.,Electricity used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
270.0,NGWATR,Char,1.0,$YESNO.,Natural gas used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
271.0,FKWATR,Char,1.0,$YESNO.,Fuel oil used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
272.0,PRWATR,Char,1.0,$YESNO.,Propane used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
273.0,STWATR,Char,1.0,$YESNO.,District steam used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
274.0,HWWATR,Char,1.0,$YESNO.,District hot water used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
275.0,WOWATR,Char,1.0,$YESNO.,Wood used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
276.0,COWATR,Char,1.0,$YESNO.,Coal used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
277.0,SOWATR,Char,1.0,$YESNO.,Solar used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
278.0,OTWATR,Char,1.0,$YESNO.,Other source used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
279.0,WTHTEQ,Char,1.0,$WATREQP.,Water heating equipment,"'1' = 'One or more centralized water heaters'
'2' = 'One or more ""point-of-use"" water heaters'
'3' = 'Both types'
Missing = Not applicable"
280.0,BOOSTWT,Num,8.0,,Booster water heaters,"0 - 60
Missing = Not applicable"
281.0,INSTWT,Char,1.0,$YESNO.,Instant hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
282.0,ELCOOK,Char,1.0,$YESNO.,Electricity used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
283.0,NGCOOK,Char,1.0,$YESNO.,Natural gas used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
284.0,FKCOOK,Char,1.0,$YESNO.,Fuel oil used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
285.0,PRCOOK,Char,1.0,$YESNO.,Propane used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
286.0,STCOOK,Char,1.0,$YESNO.,District steam used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
287.0,HWCOOK,Char,1.0,$YESNO.,District hot water used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
288.0,WOCOOK,Char,1.0,$YESNO.,Wood used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
289.0,COCOOK,Char,1.0,$YESNO.,Coal used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
290.0,SOCOOK,Char,1.0,$YESNO.,Solar used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
291.0,OTCOOK,Char,1.0,$YESNO.,Other source used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
292.0,ELMANU,Char,1.0,$YESNO.,Electricity used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
293.0,NGMANU,Char,1.0,$YESNO.,Natural gas used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
294.0,FKMANU,Char,1.0,$YESNO.,Fuel oil used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
295.0,PRMANU,Char,1.0,$YESNO.,Propane used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
296.0,STMANU,Char,1.0,$YESNO.,District steam used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
297.0,HWMANU,Char,1.0,$YESNO.,District hot water used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
298.0,WOMANU,Char,1.0,$YESNO.,Wood used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
299.0,COMANU,Char,1.0,$YESNO.,Coal used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
300.0,SOMANU,Char,1.0,$YESNO.,Solar used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
301.0,OTMANU,Char,1.0,$YESNO.,Other source used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
302.0,NGGENR,Char,1.0,$YESNO.,Natural gas used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
303.0,FKGENR,Char,1.0,$YESNO.,Fuel oil used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
304.0,PRGENR,Char,1.0,$YESNO.,Propane used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
305.0,WOGENR,Char,1.0,$YESNO.,Wood used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
306.0,COGENR,Char,1.0,$YESNO.,Coal used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
307.0,SOGENR,Char,1.0,$YESNO.,Solar used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
308.0,OTGENR,Char,1.0,$YESNO.,Other source used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
309.0,PVC,Char,1.0,$YESNO.,Photovoltaic cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
310.0,FUELCL,Char,1.0,$YESNO.,Fuel cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
311.0,LRGTRB,Char,1.0,$YESNO.,Large turbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
312.0,MCROTB,Char,1.0,$YESNO.,Microturbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
313.0,ENGINE,Char,1.0,$YESNO.,Reciprocating engines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
314.0,GENUSE,Char,1.0,$GENUSE.,Use of generated electricity,"'1' = 'Primarily for emergency back-up or testing'
'2' = 'During periods of high electricity demand'
'3' = 'Whenever electricity was used'
Missing = Not applicable"
315.0,COGEN,Char,1.0,$YESNO.,Cogeneration system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
316.0,TOGRID,Char,1.0,$YESNO.,Deliver electricity to grid,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
317.0,NGOTH,Char,1.0,$YESNO.,Natural gas for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
318.0,FKOTH,Char,1.0,$YESNO.,Fuel oil for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
319.0,PROTH,Char,1.0,$YESNO.,Propane for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
320.0,STOTH,Char,1.0,$YESNO.,District steam for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
321.0,HWOTH,Char,1.0,$YESNO.,District hot water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
322.0,CWOTH,Char,1.0,$YESNO.,District chilled water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
323.0,WOOTH,Char,1.0,$YESNO.,Wood for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
324.0,COOTH,Char,1.0,$YESNO.,Coal for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
325.0,SOOTH,Char,1.0,$YESNO.,Solar for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
326.0,OTOTH,Char,1.0,$YESNO.,Other source for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
327.0,ELLOCUT,Char,1.0,$YESNO.,Electricity from local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable"
328.0,ELNONLU,Char,1.0,$YESNO.,Electricity from IPP/non-local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable"
329.0,ELOTSRC,Char,1.0,$YESNO.,Electricity from some other source,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable"
330.0,ELCPLT,Char,1.0,$YESNO.,Electricity from central plant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
331.0,ELLUPCT,Num,8.0,,Percent of elec from local utility,"1 - 100
999 = Don't know
Missing = Not applicable"
332.0,NGSRC,Char,1.0,$NGSRC.,How purchase natural gas,"'1' = 'Bought from the local utility'
'2' = 'Bought from someone else, such as a non-utility or a broker' 
'3'  ='Bought both ways'
Missing = Not applicable"
333.0,PRAMTC,Char,1.0,$PRAMT.,Bottled gas amount,"1' = 'Less than 100'
'2' = '100 to 499'
'3' = '500 to 999'
'4' = '1,000 or more'
'9' ='Don't know'"
334.0,PRUNIT,Char,1.0,$PRUNIT.,Bottled gas units,"1' = 'Gallons'
'2' = 'Pounds'
'9' ='Don't know'"
335.0,WOAMT,Char,1.0,$WOAMT.,Amount wood burned,"'1' = 'Less than 1 cord'
'2' = '1 to 9 cords'
'3' = '10 to 20 cords'
'4' = 'More than 20 cords'
Missing = Not applicable"
336.0,WOSRC,Char,1.0,$WOSRC.,How obtain wood,"'1' = 'Purchased all the wood'
'2' = 'Obtained it all free of charge'
'3' = 'Some purchased and some free'
Missing = Not applicable"
337.0,WOEXP,Num,8.0,COMMA6.,Expenditures for wood,"2 - 16,000
999,999 = Don't know
Missing = Not applicable"
338.0,WOEXPC,Char,1.0,$WODOLS.,Wood expenditures category,"'1' = '$1 to $100'
'2' = '$101 to $500'
'3' = '$501 to $1,000'
'4' = '$1,001 to $2,000'
'5' = 'Over $2,000'
Missing = Not applicable"
339.0,AMIMETER,Char,1.0,$YESNO.,AMI smart metering,"'1' = 'Yes'
'2' = 'No'
'7' = 'Undetermined'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable"
340.0,ENRGYPLN,Char,1.0,$YESNO.,Energy management plan,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
341.0,SNACK,Char,1.0,$YESNO.,Snack bar or concession stand,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
342.0,FASTFD,Char,1.0,$YESNO.,Fast food or small restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
343.0,CAF,Char,1.0,$YESNO.,Cafeteria or large restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
344.0,FDPREP,Char,1.0,$YESNO.,Commercial or large kitchen,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
345.0,KITCHN,Char,1.0,$YESNO.,Small kitchen area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
346.0,BREAKRM,Char,1.0,$YESNO.,"Employee lounge, breakroom, or pantry","'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
347.0,OTFDRM,Char,1.0,$YESNO.,Other food prep or serving area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
348.0,HWTRM,Char,1.0,$YESNO.,Large amounts of hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
349.0,LAUNDR,Char,1.0,$LAUND.,Laundry onsite,"'1' = 'In this building'
'2' = 'In another building on-site'
'3' = 'By an off-site laundry service'
Missing = Not applicable"
350.0,CONFSP,Char,1.0,$YESNO.,Conference or event space,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
351.0,CONFSPP,Num,8.0,,Percent conference or event space,"1 - 50
Missing = Not applicable"
352.0,MEDEQP,Char,1.0,$YESNO.,Medical equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
353.0,XRAYN,Num,8.0,,Number of X-ray machines,"0 - 20
995 = More than 20
Missing = Not applicable"
354.0,CTSCAN,Char,1.0,$YESNO.,CT scan machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
355.0,MRI,Char,1.0,$YESNO.,MRI machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
356.0,LINACC,Char,1.0,$YESNO.,Linear accelerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
357.0,OUTSURG,Char,1.0,$YESNO.,Operating rooms for outpatient surgery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
358.0,LABEQP,Char,1.0,$YESNO.,Laboratory equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
359.0,MCHEQP,Char,1.0,$YESNO.,Machine equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
360.0,POOL,Char,1.0,$YESNO.,Indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
