CATEOGORIES,File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes,
4,169,DHINDC,Char,1,$YESNO.,District heat system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,170,DHLOOP,Char,1,$YESNO.,District heat system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,171,DHAIR,Char,1,$YESNO.,District heat system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,172,DHPKG,Char,1,$YESNO.,District heat system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,173,DHDUCT,Char,1,$YESNO.,District heat system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,174,HPHPKG,Char,1,$YESNO.,Heat pump heating system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,175,HPHSPLT,Char,1,$YESNO.,Heat pump heating system: Split system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,176,HPHROOM,Char,1,$YESNO.,Heat pump heating system: Individual room heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,177,HPHMINI,Char,1,$YESNO.,Heat pump heating system: Ductless mini-split,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,178,HPHVRF,Char,1,$YESNO.,Heat pump heating system: Variable refrigerant flow,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,179,HPHAIR,Char,1,$YESNO.,Heat pump heating type: Air source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,180,HPHGRD,Char,1,$YESNO.,Heat pump heating type: Ground source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,181,HPHDUAL,Char,1,$YESNO.,Heat pump heating type: Dual source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,182,HPHWTR,Char,1,$YESNO.,Heat pump heating type: Water loop,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,183,HPHBKUP,Char,1,$HPBKUP.,Heat pump backup energy source,"'1' = 'Electric resistance backup'
'2' = 'Natural/bottled gas backup (dual fuel)'
'3' = 'No backup source'
Missing = Not applicable",
4,184,SHRDNT,Char,1,$YESNO.,Individual heater: Infrared radiant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,185,SHBBRD,Char,1,$YESNO.,Individual heater: Baseboard,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,186,SHPORT,Char,1,$YESNO.,Individual heater: Portable space heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,187,SHWALL,Char,1,$YESNO.,Individual heater: Wall heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,188,SHFURN,Char,1,$YESNO.,Individual heater: Individual furnace,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,189,SHUNIT,Char,1,$YESNO.,Individual heater: Unit heater,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,190,SHPTAC,Char,1,$YESNO.,Individual heater: Heating element in PTAC,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,191,OTSTRP,Char,1,$YESNO.,Other heat component: Heating coil or heat strip,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable",
4,192,OTDUCT,Char,1,$YESNO.,Other heat component: Duct or electric reheat,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable",
4,193,OTPIU,Char,1,$YESNO.,Other heat component: Powered induction units,"'1' = 'Yes'
'2' = 'No'
'9' = Don't know'
Missing = Not applicable",
4,194,HTVCAV,Char,1,$YESNO.,Heating ventilation: Central air handling with CAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,195,HTVVAV,Char,1,$YESNO.,Heating ventilation: Central air handling with VAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,196,HTVFLR,Char,1,$YESNO.,Heating ventilation: Underfloor air distribution,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,197,HTVOAS,Char,1,$YESNO.,Heating ventilation: Dedicated outside air system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,198,HTVDEM,Char,1,$YESNO.,Heating ventilation: Demand controlled ventilation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,199,HTVNON,Char,1,$YESNO.,Heating ventilation: None of these,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,200,ELCOOL,Char,1,$YESNO.,Electricity used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,201,NGCOOL,Char,1,$YESNO.,Natural gas used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,202,FKCOOL,Char,1,$YESNO.,Fuel oil used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,203,PRCOOL,Char,1,$YESNO.,Propane used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,204,STCOOL,Char,1,$YESNO.,District steam  used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,205,HWCOOL,Char,1,$YESNO.,District hot water used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,206,CWCOOL,Char,1,$YESNO.,District chilled water used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,207,OTCOOL,Char,1,$YESNO.,Other source used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,208,COOLP,Num,8,,Percent cooled,"1 - 100
Missing = Not applicable",
4,209,RCAC,Char,1,$YESNO.,Residential type central A/C,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,210,PKGCL,Char,1,$YESNO.,Packaged A/C units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,211,CHILLR,Char,1,$YESNO.,Central chillers inside the building,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,212,CHWT,Char,1,$YESNO.,District chilled water piped in,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,213,HTPMPC,Char,1,$YESNO.,Heat pumps for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,214,ACWNWL,Char,1,$YESNO.,Individual room air conditioners,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,215,EVAPCL,Char,1,$YESNO.,Evaporative or swamp coolers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,216,OTCLEQ,Char,1,$YESNO.,Other cooling equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,217,RCACP,Num,8,,Percent cooled by central A/C,"1 - 100
Missing = Not applicable",
4,218,PKGCP,Num,8,,Percent cooled by packaged A/C units,"1 - 100
Missing = Not applicable",
4,219,CHILP,Num,8,,Percent cooled by central chillers,"1 - 100
Missing = Not applicable",
4,220,CHWTP,Num,8,,Percent cooled by district chilled water,"1 - 100
Missing = Not applicable",
4,221,HTPCP,Num,8,,Percent cooled by heat pumps,"1 - 100
Missing = Not applicable",
4,222,ACWNWP,Num,8,,Percent cooled by individual room A/C,"1 - 100
Missing = Not applicable",
4,223,EVAPP,Num,8,,Percent cooled by swamp coolers,"1 - 100
Missing = Not applicable",
4,224,OTCLP,Num,8,,Percent cooled by other cooling equipment,"1 - 100
Missing = Not applicable",
4,225,MAINCL,Char,2,$CLEQP.,Main cooling equipment,"'1' = 'Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water'
'2' = 'Packaged air conditioning units (other than heat pumps)'
'3' = 'Central chillers inside (or adjacent to) the building that chill water for air conditioning'
'4' = 'District chilled water piped in from outside the building'
'5' = 'Heat pumps for cooling'
'6' = 'Individual room air conditioners (other than heat pumps)'
'7' = '""Swamp"" coolers or evaporative coolers'
'8' = 'Other cooling equipment'
Missing = Not applicable",
4,226,NWMNCL,Char,1,$YESNO.,Main cooling replaced,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,227,PKGCLTYP,Char,1,$PKGTYP.,Type of packaged cooling,"'1' = 'Factory-assembled unitary packaged unit'
'2' = 'Custom built-up packaged unit'
'3' = 'Both factory-assembled and custom built-up packaged units'
Missing = Not applicable",
4,228,CHLAIRCL,Char,1,$YESNO.,Chiller type: Air-cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,229,CHLWTRCL,Char,1,$YESNO.,Chiller type: Water cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,230,CHLABSRP,Char,1,$YESNO.,Chiller type: Absorption,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,231,HTRCHLR,Char,1,$YESNO.,Heater chiller,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,232,CHLAIR,Char,1,$YESNO.,Chiller system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,233,CHLFNCL,Char,1,$YESNO.,Chiller system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,234,CHLINDC,Char,1,$YESNO.,Chiller system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,235,CHLLOOP,Char,1,$YESNO.,Chiller system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,236,CHLBEAM,Char,1,$YESNO.,Chiller system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,237,CHLPKG,Char,1,$YESNO.,Chiller system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,238,CHLDUCT,Char,1,$YESNO.,Chiller system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,239,DCWAIR,Char,1,$YESNO.,District CW system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,240,DCWFNCL,Char,1,$YESNO.,District CW system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,241,DCWINDC,Char,1,$YESNO.,District CW system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,242,DCWLOOP,Char,1,$YESNO.,District CW system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,243,DCWBEAM,Char,1,$YESNO.,District CW system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,244,DCWPKG,Char,1,$YESNO.,District CW system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,245,DCWDUCT,Char,1,$YESNO.,District CW system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,246,HPCPKG,Char,1,$YESNO.,Heat pump cooling system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,247,HPCSPLT,Char,1,$YESNO.,Heat pump cooling system: Split system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,248,HPCROOM,Char,1,$YESNO.,Heat pump cooling system: Individual room heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,249,HPCMINI,Char,1,$YESNO.,Heat pump cooling system: Ductless mini-split,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,250,HPCVRF,Char,1,$YESNO.,Heat pump cooling system: Variable refrigerant flow,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,251,HPCAIR,Char,1,$YESNO.,Heat pump cooling type: Air source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,252,HPCGRD,Char,1,$YESNO.,Heat pump cooling type: Ground source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,253,HPCDUAL,Char,1,$YESNO.,Heat pump cooling type: Dual source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,254,HPCWTR,Char,1,$YESNO.,Heat pump cooling type: Water loop,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,255,CLVCAV,Char,1,$YESNO.,Cooling ventilation: Central air-handling unit with CAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,256,CLVVAV,Char,1,$YESNO.,Cooling ventilation: Central air-handling unit with VAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,257,CLVFLR,Char,1,$YESNO.,Cooling ventilation: Underfloor air distribution,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,258,CLVOAS,Char,1,$YESNO.,Cooling ventilation: Dedicated outside air system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,259,CLVDEM,Char,1,$YESNO.,Cooling ventilation: Demand controlled ventilation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,260,CLVNON,Char,1,$YESNO.,Cooling ventilation: None of these types,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,261,EMCS,Char,1,$YESNO.,Building automation system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,262,RDHTNF,Char,1,$YESNO.,Heating reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,263,HWRDHT,Char,1,$HOWRDC.,How reduce heating,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable",
4,264,RDCLNF,Char,1,$YESNO.,Cooling reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,265,HWRDCL,Char,1,$HOWRDC.,How reduce cooling,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable",
4,266,ECN,Char,1,$YESNO.,Economizer cycle,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,267,ECNTYPE,Char,1,$ECNTYP.,Type of economizer,"'1' = 'Air-side economizer'
'2' = 'Water-side economizer'
Missing = Not applicable",
4,268,MAINT,Char,1,$YESNO.,Regular HVAC maintenance,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,269,ELWATR,Char,1,$YESNO.,Electricity used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,270,NGWATR,Char,1,$YESNO.,Natural gas used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,271,FKWATR,Char,1,$YESNO.,Fuel oil used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,272,PRWATR,Char,1,$YESNO.,Propane used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,273,STWATR,Char,1,$YESNO.,District steam used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,274,HWWATR,Char,1,$YESNO.,District hot water used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,275,WOWATR,Char,1,$YESNO.,Wood used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,276,COWATR,Char,1,$YESNO.,Coal used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,277,SOWATR,Char,1,$YESNO.,Solar used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,278,OTWATR,Char,1,$YESNO.,Other source used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,279,WTHTEQ,Char,1,$WATREQP.,Water heating equipment,"'1' = 'One or more centralized water heaters'
'2' = 'One or more ""point-of-use"" water heaters'
'3' = 'Both types'
Missing = Not applicable",
4,280,BOOSTWT,Num,8,,Booster water heaters,"0 - 60
Missing = Not applicable",
4,281,INSTWT,Char,1,$YESNO.,Instant hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,282,ELCOOK,Char,1,$YESNO.,Electricity used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,283,NGCOOK,Char,1,$YESNO.,Natural gas used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,284,FKCOOK,Char,1,$YESNO.,Fuel oil used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,285,PRCOOK,Char,1,$YESNO.,Propane used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,286,STCOOK,Char,1,$YESNO.,District steam used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,287,HWCOOK,Char,1,$YESNO.,District hot water used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,288,WOCOOK,Char,1,$YESNO.,Wood used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,289,COCOOK,Char,1,$YESNO.,Coal used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,290,SOCOOK,Char,1,$YESNO.,Solar used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,291,OTCOOK,Char,1,$YESNO.,Other source used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,292,ELMANU,Char,1,$YESNO.,Electricity used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,293,NGMANU,Char,1,$YESNO.,Natural gas used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,294,FKMANU,Char,1,$YESNO.,Fuel oil used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,295,PRMANU,Char,1,$YESNO.,Propane used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,296,STMANU,Char,1,$YESNO.,District steam used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,297,HWMANU,Char,1,$YESNO.,District hot water used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,298,WOMANU,Char,1,$YESNO.,Wood used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,299,COMANU,Char,1,$YESNO.,Coal used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,300,SOMANU,Char,1,$YESNO.,Solar used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,301,OTMANU,Char,1,$YESNO.,Other source used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,302,NGGENR,Char,1,$YESNO.,Natural gas used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,303,FKGENR,Char,1,$YESNO.,Fuel oil used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,304,PRGENR,Char,1,$YESNO.,Propane used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,305,WOGENR,Char,1,$YESNO.,Wood used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,306,COGENR,Char,1,$YESNO.,Coal used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,307,SOGENR,Char,1,$YESNO.,Solar used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,308,OTGENR,Char,1,$YESNO.,Other source used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,309,PVC,Char,1,$YESNO.,Photovoltaic cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,310,FUELCL,Char,1,$YESNO.,Fuel cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,311,LRGTRB,Char,1,$YESNO.,Large turbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,312,MCROTB,Char,1,$YESNO.,Microturbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,313,ENGINE,Char,1,$YESNO.,Reciprocating engines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,314,GENUSE,Char,1,$GENUSE.,Use of generated electricity,"'1' = 'Primarily for emergency back-up or testing'
'2' = 'During periods of high electricity demand'
'3' = 'Whenever electricity was used'
Missing = Not applicable",
4,315,COGEN,Char,1,$YESNO.,Cogeneration system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,316,TOGRID,Char,1,$YESNO.,Deliver electricity to grid,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,317,NGOTH,Char,1,$YESNO.,Natural gas for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,318,FKOTH,Char,1,$YESNO.,Fuel oil for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,319,PROTH,Char,1,$YESNO.,Propane for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,320,STOTH,Char,1,$YESNO.,District steam for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,321,HWOTH,Char,1,$YESNO.,District hot water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,322,CWOTH,Char,1,$YESNO.,District chilled water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,323,WOOTH,Char,1,$YESNO.,Wood for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,324,COOTH,Char,1,$YESNO.,Coal for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,325,SOOTH,Char,1,$YESNO.,Solar for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,326,OTOTH,Char,1,$YESNO.,Other source for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,327,ELLOCUT,Char,1,$YESNO.,Electricity from local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable",
4,328,ELNONLU,Char,1,$YESNO.,Electricity from IPP/non-local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable",
4,329,ELOTSRC,Char,1,$YESNO.,Electricity from some other source,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable",
4,330,ELCPLT,Char,1,$YESNO.,Electricity from central plant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
4,331,ELLUPCT,Num,8,,Percent of elec from local utility,"1 - 100
999 = Don't know
Missing = Not applicable",
4,332,NGSRC,Char,1,$NGSRC.,How purchase natural gas,"'1' = 'Bought from the local utility'
'2' = 'Bought from someone else, such as a non-utility or a broker' 
'3'  ='Bought both ways'
Missing = Not applicable",
4,333,PRAMTC,Char,1,$PRAMT.,Bottled gas amount,"1' = 'Less than 100'
'2' = '100 to 499'
'3' = '500 to 999'
'4' = '1,000 or more'
'9' ='Don't know'",
4,334,PRUNIT,Char,1,$PRUNIT.,Bottled gas units,"1' = 'Gallons'
'2' = 'Pounds'
'9' ='Don't know'",
4,335,WOAMT,Char,1,$WOAMT.,Amount wood burned,"'1' = 'Less than 1 cord'
'2' = '1 to 9 cords'
'3' = '10 to 20 cords'
'4' = 'More than 20 cords'
Missing = Not applicable",
4,336,WOSRC,Char,1,$WOSRC.,How obtain wood,"'1' = 'Purchased all the wood'
'2' = 'Obtained it all free of charge'
'3' = 'Some purchased and some free'
Missing = Not applicable",
4,337,WOEXP,Num,8,COMMA6.,Expenditures for wood,"2 - 16,000
999,999 = Don't know
Missing = Not applicable",
4,338,WOEXPC,Char,1,$WODOLS.,Wood expenditures category,"'1' = '$1 to $100'
'2' = '$101 to $500'
'3' = '$501 to $1,000'
'4' = '$1,001 to $2,000'
'5' = 'Over $2,000'
Missing = Not applicable",
5,339,AMIMETER,Char,1,$YESNO.,AMI smart metering,"'1' = 'Yes'
'2' = 'No'
'7' = 'Undetermined'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable",
5,340,ENRGYPLN,Char,1,$YESNO.,Energy management plan,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,341,SNACK,Char,1,$YESNO.,Snack bar or concession stand,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,342,FASTFD,Char,1,$YESNO.,Fast food or small restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,343,CAF,Char,1,$YESNO.,Cafeteria or large restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,344,FDPREP,Char,1,$YESNO.,Commercial or large kitchen,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,345,KITCHN,Char,1,$YESNO.,Small kitchen area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,346,BREAKRM,Char,1,$YESNO.,"Employee lounge, breakroom, or pantry","'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,347,OTFDRM,Char,1,$YESNO.,Other food prep or serving area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,348,HWTRM,Char,1,$YESNO.,Large amounts of hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,349,LAUNDR,Char,1,$LAUND.,Laundry onsite,"'1' = 'In this building'
'2' = 'In another building on-site'
'3' = 'By an off-site laundry service'
Missing = Not applicable",
6,350,CONFSP,Char,1,$YESNO.,Conference or event space,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,351,CONFSPP,Num,8,,Percent conference or event space,"1 - 50
Missing = Not applicable",
6,352,MEDEQP,Char,1,$YESNO.,Medical equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,353,XRAYN,Num,8,,Number of X-ray machines,"0 - 20
995 = More than 20
Missing = Not applicable",
6,354,CTSCAN,Char,1,$YESNO.,CT scan machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,355,MRI,Char,1,$YESNO.,MRI machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,356,LINACC,Char,1,$YESNO.,Linear accelerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,357,OUTSURG,Char,1,$YESNO.,Operating rooms for outpatient surgery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,358,LABEQP,Char,1,$YESNO.,Laboratory equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,359,MCHEQP,Char,1,$YESNO.,Machine equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,360,POOL,Char,1,$YESNO.,Indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,361,HTPOOL,Char,1,$YESNO.,Heated indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,362,POOLSRC,Char,1,$POOLSRC.,Pool energy source,"'1' = 'Electricity'
'2' = 'Natural gas'
'3' = 'Fuel oil/Diesel/Kerosene'
'4' = 'Bottled gas/LPG/Propane'
'5' = 'Solar'
'6' = 'Some other energy source'
Missing = Not applicable",
6,363,STRLZR,Char,1,$YESNO.,Sterilizers or autoclaves,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,364,RFGEQP,Char,1,$YESNO.,Refrigeration,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,365,RFGRES,Char,1,$YESNO.,Full-size residential-type refrigerator,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,366,RFGCOMP,Char,1,$YESNO.,Half-size or compact refrigerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,367,RFGWI,Char,1,$YESNO.,Walk-in refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,368,RFGOP,Char,1,$YESNO.,Open case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,369,RFGCL,Char,1,$YESNO.,Closed case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
