category,File order,"Variable
name",Variable type,Length,Label,Values/Format codes
4,245,HPHPTHP,Num,8,Heat pumps are PTHPs,"1=Yes
2=No
3=Heat pumps are both PTHP and split-system
Missing=Not applicable"
4,246,HPHAIR,Num,8,Air source heat pump,"1=Yes
2=No
Missing=Not applicable"
4,247,HPHGRD,Num,8,Geothermal heat pump,"1=Yes
2=No
Missing=Not applicable"
4,248,HPHDUAL,Num,8,Combination air source and geothermal heat pump,"1=Yes
2=No
Missing=Not applicable"
4,249,HPHWTR,Num,8,Water loop heat pump,"1=Yes
2=No
Missing=Not applicable"
4,250,HPHVRF,Num,8,VRF system,"1=Yes
2=No
Missing=Not applicable"
4,251,SPHTPTHP,Num,8,Space heaters are PTHPs,"1=Yes
2=No
3=Space heaters are both PTHP and other types
5=Don't know
Missing=Not applicable"
4,252,FURNP_EL,Num,8,Pct heated by electric furnace,"1 - 100
Missing=Not applicable"
4,253,PKGHP_EL,Num,8,Pct heated by electric packaged unit,"1 - 100
Missing=Not applicable"
4,254,BOILP_EL,Num,8,Pct heated by electric boiler,"1 - 100
Missing=Not applicable"
4,255,HTPHP_EL,Num,8,Pct heated by electric heat pump,"1 - 100
Missing=Not applicable"
4,256,SLFCNP_EL,Num,8,Pct heated by electric space heater,"1 - 100
Missing=Not applicable"
4,257,FIREPLP_EL,Num,8,Pct heated by electric fireplace,"1 - 100
Missing=Not applicable"
4,258,REHEATP_EL,Num,8,Pct heated by electric duct reheat,"1 - 100
Missing=Not applicable"
4,259,OTHTP_EL,Num,8,Pct heated by electric heating equipment,"1 - 100
Missing=Not applicable"
4,260,FURNP_NG,Num,8,Pct heated by natural gas furnace,"1 - 100
Missing=Not applicable"
4,261,PKGHP_NG,Num,8,Pct heated by natural gas packaged unit,"1 - 100
Missing=Not applicable"
4,262,BOILP_NG,Num,8,Pct heated by natural gas boiler,"1 - 100
Missing=Not applicable"
4,263,HTPHP_NG,Num,8,Pct heated by natural gas heat pump,"1 - 100
Missing=Not applicable"
4,264,SLFCNP_NG,Num,8,Pct heated by natural gas space heater,"1 - 100
Missing=Not applicable"
4,265,FIREPLP_NG,Num,8,Pct heated by natural gas fireplace,"1 - 100
Missing=Not applicable"
4,266,OTHTP_NG,Num,8,Pct heated by other natural gas heating equipment,"1 - 100
Missing=Not applicable"
4,267,FURNP_FK,Num,8,Pct heated by fuel oil furnace,"1 - 100
Missing=Not applicable"
4,268,BOILP_FK,Num,8,Pct heated by fuel oil boiler,"1 - 100
Missing=Not applicable"
4,269,SLFCNP_FK,Num,8,Pct heated by fuel oil space heater,"1 - 100
Missing=Not applicable"
4,270,OTHTP_FK,Num,8,Pct heated by other fuel oil heating equipment,"1 - 100
Missing=Not applicable"
4,271,FURNP_PR,Num,8,Pct heated by propane furnace,"1 - 100
Missing=Not applicable"
4,272,PKGHP_PR,Num,8,Pct heated by propane packaged unit,"1 - 100
Missing=Not applicable"
4,273,BOILP_PR,Num,8,Pct heated by propane boiler,"1 - 100
Missing=Not applicable"
4,274,HTPHP_PR,Num,8,Pct heated by propane heat pump,"1 - 100
Missing=Not applicable"
4,275,SLFCNP_PR,Num,8,Pct heated by propane space heater,"1 - 100
Missing=Not applicable"
4,276,FIREPLP_PR,Num,8,Pct heated by propane fireplace,"1 - 100
Missing=Not applicable"
4,277,OTHTP_PR,Num,8,Pct heated by propane heating equipment,"1 - 100
Missing=Not applicable"
4,278,STHWP_ST,Num,8,Pct heated by district steam heating system,"1 - 100
Missing=Not applicable"
4,279,STHWP_HW,Num,8,Pct heated by district hot water heating system,"1 - 100
Missing=Not applicable"
4,280,FURNP_WO,Num,8,Pct heated by wood furnace,"1 - 100
Missing=Not applicable"
4,281,SLFCNP_WO,Num,8,Pct heated by wood space heater,"1 - 100
Missing=Not applicable"
4,282,FIREPLP_WO,Num,8,Pct heated by wood fireplace,"1 - 100
Missing=Not applicable"
4,283,OTHTP_WO,Num,8,Pct heated by other wood heating equipment,"1 - 100
Missing=Not applicable"
4,284,FURNP_CO,Num,8,Pct heated by coal furnace,"1 - 100
Missing=Not applicable"
4,285,BOILP_CO,Num,8,Pct heated by coal boiler,"1 - 100
Missing=Not applicable"
4,286,OTHTP_CO,Num,8,Pct heated by other coal heating equipment,"1 - 100
Missing=Not applicable"
4,287,SOTHERMP_SO,Num,8,Pct heated by solar thermal heating,"1 - 100
Missing=Not applicable"
4,288,FURNP_OT,Num,8,Pct heated by other source furnace,"1 - 100
Missing=Not applicable"
4,289,PKGHP_OT,Num,8,Pct heated by other source packaged unit,"1 - 100
Missing=Not applicable"
4,290,BOILP_OT,Num,8,Pct heated by other source boiler,"1 - 100
Missing=Not applicable"
4,291,SLFCNP_OT,Num,8,Pct heated by other source space heater,"1 - 100
Missing=Not applicable"
4,292,OTHTP_OT,Num,8,Pct heated by other source other heating equipment,"1 - 100
Missing=Not applicable"
4,293,MAINHT,Num,8,Main heating equipment,"1=Electric furnace
2=Electric packaged unit
3=Electric boiler
4=Electric heat pump
5=Electric space heater
6=Electric fireplace
7=Electric duct reheat
8=Other electric heating equipment
9=Natural gas furnace
10=Natural gas packaged unit
11=Natural gas boiler
12=Natural gas heat pump
13=Natural gas space heater
14=Natural gas fireplace
15=Other natural gas heating equipment
16=Fuel oil furnace
17=Fuel oil boiler
18=Fuel oil space heater
19=Other fuel oil heating equipment
20=Propane furnace
21=Propane packaged unit
22=Propane boiler
23=Propane heat pump
24=Propane space heater
25=Propane fireplace
26=Other propane heating equipment
27=District steam heating system
28=District hot water heating system
29=Wood furnace
30=Wood space heater
31=Wood fireplace
32=Other wood heating equipment
33=Coal furnace
34=Coal boiler
35=Other coal heating equipment
36=Solar thermal heating
37=Other source furnace
38=Other source packaged unit
39=Other source boiler
40=Other source space heater
41=Other source fireplace
42=Other source other heating equipment"
4,294,NWMNHT,Num,8,Main heating replaced,"1=Yes
2=No
Missing=Not applicable"
4,295,COOLP,Num,8,Percent cooled,"1 - 100
Missing=Not applicable"
4,296,ELCOOL,Num,8,Electricity used for air conditioning,"1=Yes
2=No"
4,297,NGCOOL,Num,8,Natural gas used for air conditioning,"1=Yes
2=No"
4,298,FKCOOL,Num,8,Fuel oil used for air conditioning,"1=Yes
2=No"
4,299,PRCOOL,Num,8,Propane used for air conditioning,"1=Yes
2=No"
4,300,STCOOL,Num,8,District steam used for air conditioning,"1=Yes
2=No"
4,301,CWCOOL,Num,8,District chilled water used for air conditioning,"1=Yes
2=No"
4,302,OTCOOL,Num,8,Other energy source used for air conditioning,"1=Yes
2=No"
4,303,RCAC,Num,8,Residential-type split system used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,304,PKGCL,Num,8,Packaged central units used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,305,CHILLR,Num,8,Central chillers used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,306,HTPMPC,Num,8,Heat pumps used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,307,ACWNWL,Num,8,Individual room or portable A/C used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,308,EVAPCL,Num,8,Swamp or evaporative A/C used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,309,OTCLEQ,Num,8,Other type of equipment used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,310,CHWT,Num,8,District chilled water system used for cooling,"1=Yes
2=No
Missing=Not applicable"
4,311,RCAC_EL,Num,8,Residential-type split system electric A/C,"1=Yes
2=No
Missing=Not applicable"
4,312,PKGCL_EL,Num,8,Packaged electric A/C units (rooftop units),"1=Yes
2=No
Missing=Not applicable"
4,313,CHILLR_EL,Num,8,Central chillers powered by electricity,"1=Yes
2=No
Missing=Not applicable"
4,314,HTPMPC_EL,Num,8,Heat pumps for A/C (electric),"1=Yes
2=No
Missing=Not applicable"
4,315,ACWNWL_EL,Num,8,Individual room or portable A/C (electric),"1=Yes
2=No
Missing=Not applicable"
4,316,EVAPCL_EL,Num,8,Swamp or evaporative A/C (electric),"1=Yes
2=No
Missing=Not applicable"
4,317,OTCLEQ_EL,Num,8,Other type of A/C powered by electricity,"1=Yes
2=No
Missing=Not applicable"
4,318,HPCPTHP,Num,8,Heat pumps (for A/C) are PTHPs,"1=Yes
2=No
3=Heat pumps are both PTHP and split-system
Missing=Not applicable"
4,319,HPCAIR,Num,8,Air source heat pump for A/C,"1=Yes
2=No
Missing=Not applicable"
4,320,HPCGRD,Num,8,Geothermal heat pump for A/C,"1=Yes
2=No
Missing=Not applicable"
4,321,HPCDUAL,Num,8,Combination air source and geothermal heat pump for A/C,"1=Yes
2=No
Missing=Not applicable"
4,322,HPCWTR,Num,8,Water loop heat pump for A/C,"1=Yes
2=No
Missing=Not applicable"
4,323,ACVRF,Num,8,VRF system,"1=Yes
2=No
5=Don't know"
4,324,RMACPTHP,Num,8,Individual A/Cs are PTHPs,"1=Yes
2=No
3=Individual air conditioners are both PTHP and other types
5=Don't know
Missing=Not applicable"
4,325,CHILLR_NG,Num,8,Central chillers fueled by natural gas,"1=Yes
2=No
Missing=Not applicable"
4,326,OTCLEQ_NG,Num,8,Other type of A/C fueled by natural gas,"1=Yes
2=No
Missing=Not applicable"
4,327,CHILLR_FK,Num,8,Central chillers fueled by fuel oil,"1=Yes
2=No
Missing=Not applicable"
4,328,OTCLEQ_FK,Num,8,Other type of A/C fueled by fuel oil,"1=Yes
2=No
Missing=Not applicable"
4,329,CHILLR_PR,Num,8,Central chillers fueled by propane,"1=Yes
2=No
Missing=Not applicable"
4,330,OTCLEQ_PR,Num,8,Other type of A/C fueled by propane,"1=Yes
2=No
Missing=Not applicable"
4,331,CHILLR_ST,Num,8,Central chillers fueled by district steam,"1=Yes
2=No
Missing=Not applicable"
4,332,OTCLEQ_ST,Num,8,Other type of A/C fueled by district steam,"1=Yes
2=No
Missing=Not applicable"
4,333,OTCLEQ_OT,Num,8,Other type of A/C powered by other source,"1=Yes
2=No
Missing=Not applicable"
4,334,DIST_CW,Num,8,District chilled water system,"1=Yes
2=No
Missing=Not applicable"
4,335,CWAIR,Num,8,Central air handlers for chilled water distribution,"1=Yes
2=No
Missing=Not applicable"
4,336,CWFNCL,Num,8,Fan coil or induction units for chilled water distribution,"1=Yes
2=No
Missing=Not applicable"
4,337,CWBEAM,Num,8,Chilled beam for chilled water distribution,"1=Yes
2=No
Missing=Not applicable"
4,338,CWWTLP,Num,8,Water loop heat pump for chilled water distribution,"1=Yes
2=No
Missing=Not applicable"
4,339,CWOTD,Num,8,Other type of chilled water distribution,"1=Yes
2=No
Missing=Not applicable"
4,340,CHLAIR,Num,8,Central air handlers for central chiller distribution,"1=Yes
2=No
Missing=Not applicable"
4,341,CHLFNCL,Num,8,Fan coil or induction units for central chiller distribution,"1=Yes
2=No
Missing=Not applicable"
4,342,CHLBEAM,Num,8,Chilled beam for central chiller distribution,"1=Yes
2=No
Missing=Not applicable"
4,343,CHLWTLP,Num,8,Water loop heat pump for central chiller distribution,"1=Yes
2=No
Missing=Not applicable"
4,344,CHLOTD,Num,8,Other type of central chiller distribution,"1=Yes
2=No
Missing=Not applicable"
4,345,CHLAIRCL,Num,8,Air-cooled central chiller,"1=Yes
2=No
Missing=Not applicable"
4,346,CHLWTRCL,Num,8,Water-cooled central chiller,"1=Yes
2=No
Missing=Not applicable"
4,347,CHLABSRP,Num,8,Absorption central chiller,"1=Yes
2=No
Missing=Not applicable"
4,348,RCACP_EL,Num,8,Pct cooled by electric residential-type split system  A/C,"1 - 100
Missing=Not applicable"
4,349,PKGCP_EL,Num,8,Pct cooled by electric packaged A/C units,"1 - 100
Missing=Not applicable"
4,350,CHILP_EL,Num,8,Pct cooled by electric central chillers,"1 - 100
Missing=Not applicable"
4,351,HTPCP_EL,Num,8,Pct cooled by electric heat pumps,"1 - 100
Missing=Not applicable"
4,352,ACWNWP_EL,Num,8,Pct cooled by electric individual A/C,"1 - 100
Missing=Not applicable"
4,353,EVAPP_EL,Num,8,Pct cooled by electric swamp coolers,"1 - 100
Missing=Not applicable"
4,354,OTCLP_EL,Num,8,Pct cooled by electric other type of A/C,"1 - 100
Missing=Not applicable"
4,355,CHILP_NG,Num,8,Pct cooled by natural gas central chillers,"1 - 100
Missing=Not applicable"
4,356,OTCLP_NG,Num,8,Pct cooled by natural gas other type of A/C,"1 - 100
Missing=Not applicable"
4,357,CHILP_FK,Num,8,Pct cooled by fuel oil central chillers,"1 - 100
Missing=Not applicable"
4,358,OTCLP_FK,Num,8,Pct cooled by fuel oil other type of A/C,"1 - 100
Missing=Not applicable"
4,359,CHILP_PR,Num,8,Pct cooled by propane central chillers,"1 - 100
Missing=Not applicable"
4,360,OTCLP_PR,Num,8,Pct cooled by propane other type of A/C,"1 - 100
Missing=Not applicable"
4,361,CHILP_ST,Num,8,Pct cooled by district steam central chillers,"1 - 100
Missing=Not applicable"
4,362,OTCLP_ST,Num,8,Pct cooled by district steam other type of A/C,"1 - 100
Missing=Not applicable"
4,363,CHWTP_CW,Num,8,Pct cooled by district chilled water system,"1 - 100
Missing=Not applicable"
4,364,OTCLP_OT,Num,8,Pct cooled by other source A/C equipment,"1 - 100
Missing=Not applicable"
4,365,MAINCL,Num,8,Main air-conditioning equipment,"1=Residential-type split system
2=Packaged unit
3=Electric chiller
4=Heat pump
5=Individual air conditioner
6=Swamp cooler
7=Other electric air conditioning equipment
8=Natural gas chiller
9=Other natural gas air conditioning equipment
10=Fuel oil/diesel/kerosene chiller
11=Other fuel oil/diesel/kerosene air conditioning equipment
12=Propane chiller
13=Other propane air conditioning equipment
14=Steam chiller
15=Other steam air conditioning equipment
16=District chilled water system
17=Other source air conditioning equipment
Missing=Not applicable"
4,366,NWMNCL,Num,8,Main cooling replaced,"1=Yes
2=No
Missing=Not applicable"
4,367,EMCS,Num,8,Building automation system (BAS),"1=Yes
2=No
Missing=Not applicable"
4,368,EMCSHT,Num,8,BAS controls heating,"1=Yes
2=No
Missing=Not applicable"
4,369,EMCSCL,Num,8,BAS controls A/C,"1=Yes
2=No
Missing=Not applicable"
4,370,EMCSLT,Num,8,BAS controls lighting,"1=Yes
2=No
Missing=Not applicable"
4,371,SMRTTHRM,Num,8,Smart thermostats,"1=Yes
2=No
Missing=Not applicable"
4,372,HWRDHT,Num,8,How reduce heating,"1=Setting a programmable thermostat to automatically change the temperature
2=Manually adjusting the temperature setting
3=Turning the equipment on or off
4=None of these methods
Missing=Not applicable"
4,373,HWRDCL,Num,8,How reduce A/C,"1=Setting a programmable thermostat to automatically change the temperature
2=Manually adjusting the temperature setting
3=Turning the equipment on or off
4=None of these methods
Missing=Not applicable"
4,374,VAV,Num,8,Variable air volume (VAV) system,"1=Yes
2=No
Missing=Not applicable"
4,375,DOAS,Num,8,Dedicated outside air system (DOAS),"1=Yes
2=No
Missing=Not applicable"
4,376,DCV,Num,8,Demand controlled ventilation (DCV),"1=Yes
2=No
Missing=Not applicable"
4,377,ECN,Num,8,Economizer cycle,"1=Yes
2=No
Missing=Not applicable"
4,378,MAINT,Num,8,Regular HVAC maintenance,"1=Yes
2=No
Missing=Not applicable"
4,379,ELWATR,Num,8,Electricity used for water heating,"1=Yes
2=No"
4,380,NGWATR,Num,8,Natural gas used for water heating,"1=Yes
2=No"
4,381,FKWATR,Num,8,Fuel oil used for water heating,"1=Yes
2=No"
4,382,PRWATR,Num,8,Propane used for water heating,"1=Yes
2=No"
4,383,STWATR,Num,8,District steam used for water heating,"1=Yes
2=No"
4,384,HWWATR,Num,8,District hot water used for water heating,"1=Yes
2=No"
4,385,WOWATR,Num,8,Wood used for water heating,"1=Yes
2=No"
4,386,COWATR,Num,8,Coal used for water heating,"1=Yes
2=No"
4,387,SOWATR,Num,8,Solar thermal used for water heating,"1=Yes
2=No"
4,388,OTWATR,Num,8,Other energy source used for water heating,"1=Yes
2=No"
4,389,WTHTEQ,Num,8,Water heating equipment,"1=Centralized water heaters
2=""Point-of-use"" water heaters
3=Both types
Missing=Not applicable"
4,390,BOOSTWT,Num,8,Booster water heaters,"1=Yes
2=No
Missing=Not applicable"
4,391,ELCOOK,Num,8,Electricity used for cooking,"1=Yes
2=No"
4,392,NGCOOK,Num,8,Natural gas used for cooking,"1=Yes
2=No"
4,393,FKCOOK,Num,8,Fuel oil used for cooking,"1=Yes
2=No"
4,394,PRCOOK,Num,8,Propane used for cooking,"1=Yes
2=No"
4,395,STCOOK,Num,8,District steam used for cooking,"1=Yes
2=No"
4,396,HWCOOK,Num,8,District hot water used for cooking,"1=Yes
2=No"
4,397,WOCOOK,Num,8,Wood used for cooking,"1=Yes
2=No"
4,398,COCOOK,Num,8,Coal used for cooking,"1=Yes
2=No"
4,399,OTCOOK,Num,8,Other energy source used for cooking,"1=Yes
2=No"
4,400,ELMANU,Num,8,Electricity used for manufacturing,"1=Yes
2=No"
4,401,NGMANU,Num,8,Natural gas used for manufacturing,"1=Yes
2=No"
4,402,FKMANU,Num,8,Fuel oil used for manufacturing,"1=Yes
2=No"
4,403,PRMANU,Num,8,Propane used for manufacturing,"1=Yes
2=No"
4,404,STMANU,Num,8,District steam used for manufacturing,"1=Yes
2=No"
4,405,HWMANU,Num,8,District hot water used for manufacturing,"1=Yes
2=No"
4,406,WOMANU,Num,8,Wood used for manufacturing,"1=Yes
2=No"
4,407,COMANU,Num,8,Coal used for manufacturing,"1=Yes
2=No"
4,408,OTMANU,Num,8,Other energy source used for manufacturing,"1=Yes
2=No"
4,409,CAPGEN,Num,8,Electricity generation capability,"1=Yes
2=No"
4,410,PVC,Num,8,Solar panels used to generate electricity,"1=Yes
2=No
Missing=Not applicable"
4,411,ENGINE,Num,8,Reciprocating engine generator,"1=Yes
2=No
Missing=Not applicable"
4,412,FUELCL,Num,8,Fuel cells,"1=Yes
2=No
Missing=Not applicable"
4,413,LRGTRB,Num,8,Large turbines,"1=Yes
2=No
Missing=Not applicable"
4,414,MCROTB,Num,8,Microturbines,"1=Yes
2=No
Missing=Not applicable"
4,415,OTGENTECH,Num,8,Other type of generation technology,"1=Yes
2=No
Missing=Not applicable"
4,416,COGEN,Num,8,Cogeneration system,"1=Yes
2=No
Missing=Not applicable"
4,417,NGGENR,Num,8,Natural gas used for electricity generation,"1=Yes
2=No"
4,418,FKGENR,Num,8,Fuel oil used for electricity generation,"1=Yes
2=No"
4,419,PRGENR,Num,8,Propane used for electricity generation,"1=Yes
2=No"
4,420,WOGENR,Num,8,Wood used for electricity generation,"1=Yes
2=No"
4,421,COGENR,Num,8,Coal used for electricity generation,"1=Yes
2=No"
4,422,SOGENR,Num,8,Solar used for electricity generation,"1=Yes
2=No"
4,423,OTGENR,Num,8,Other energy source used for electricity generation,"1=Yes
2=No"
4,424,GENUSE,Num,8,Use of generated electricity,"1=Primarily for emergency backup or testing
2=During periods of high electricity demand
3=Whenever electricity was used
Missing=Not applicable"
4,425,GENGT1MW,Num,8,1MW generator capacity,"1=Yes
2=No
5=Don't know
Missing=Not applicable"
4,426,NGDRY,Num,8,Natural gas clothes dryers,"1=Yes
2=No
5=Don't know
Missing=Not applicable"
4,427,NGOTH,Num,8,Natural gas used for some other use,"1=Yes
2=No"
4,428,FKOTH,Num,8,Fuel oil used for some other use,"1=Yes
2=No"
4,429,PROTH,Num,8,Propane used for some other use,"1=Yes
2=No"
4,430,STOTH,Num,8,District steam used for some other use,"1=Yes
2=No"
4,431,HWOTH,Num,8,District hot water used for some other use,"1=Yes
2=No"
4,432,CWOTH,Num,8,District chilled water used for some other use,"1=Yes
2=No"
4,433,WOOTH,Num,8,Wood used for some other use,"1=Yes
2=No"
4,434,COOTH,Num,8,Coal used for some other use,"1=Yes
2=No"
4,435,SOOTH,Num,8,Solar used for some other use,"1=Yes
2=No"
4,436,OTOTH,Num,8,Other energy source used for some other use,"1=Yes
2=No"
4,437,PRAMTC,Num,8,Propane amount,"1=Less than 100
2=100 to 499
3=500 to 999
4=1,000 or more
Missing=Not applicable"
4,438,PRUNIT,Num,8,Propane units,"1=Gallons
2=Pounds
Missing=Not applicable"
4,439,WOAMT,Num,8,Amount wood burned,"1=Less than 1 cord
2=1 to 9 cords
3=10 to 20 cords
4=More than 20 cords
Missing=Not applicable"
4,440,WOSRC,Num,8,How obtain wood,"1=Purchased all the wood
2=Obtained it all free of charge
3=Some purchased and some free
Missing=Not applicable"
4,441,WOEXP,Num,8,Expenditures for wood,"50 - 12,155
Missing=Not applicable"
4,442,WOEXPC,Num,8,Wood expenditures category,"1=1 to 100
2=101 to 500
3=501 to 1,000
4=1,001 to 2,000
5=Over 2,000
Missing=Not applicable"
5,443,ENRGYPLN,Num,8,Energy management plan,"1=Yes
2=No
Missing=Not applicable"
6,444,SNACK,Num,8,"Snack bar, concession stand, coffee shop,  breakfast area","1=Yes
2=No
Missing=Not applicable"
6,445,FASTFD,Num,8,Fast food or small restaurant,"1=Yes
2=No
Missing=Not applicable"
6,446,CAF,Num,8,Cafeteria or large restaurant,"1=Yes
2=No
Missing=Not applicable"
6,447,FDPREP,Num,8,"Large kitchen, commercial kitchen, other large food prep area","1=Yes
2=No
Missing=Not applicable"
6,448,KITCHN,Num,8,Small kitchen area,"1=Yes
2=No
Missing=Not applicable"
6,449,BREAKRM,Num,8,"Employee lounge, break room, vending, pantry","1=Yes
2=No
Missing=Not applicable"
6,450,OTFDRM,Num,8,Other type of food preparation or serving area,"1=Yes
2=No
Missing=Not applicable"
6,451,SNACKSF,Num,8,Snack bar square footage,"50 - 90,000
Missing=Not applicable"
6,452,FASTFDSF,Num,8,Fast food square footage,"10 - 100,000
Missing=Not applicable"
6,453,CAFSF,Num,8,Cafeteria square footage,"270 - 108,000
Missing=Not applicable"
6,454,FDPREPSF,Num,8,Commercial kitchen square footage,"50 - 180,000
Missing=Not applicable"
6,455,HWTRM,Num,8,Large amounts of hot water,"1=Yes
2=No
Missing=Not applicable"
6,456,LAUNDR,Num,8,Laundry onsite,"1=In this building
2=In another building on-site
3=By an off-site laundry service
Missing=Not applicable"
6,457,CONFSP,Num,8,Conference or event space,"1=Yes
2=No
Missing=Not applicable"
6,458,CONFSPP,Num,8,Percent conference or event space,"1 - 100
Missing=Not applicable"
6,459,MEDEQP,Num,8,Medical equipment,"1=Yes
2=No
Missing=Not applicable"
6,460,XRAYN,Num,8,Number of X-ray machines,"0 - 20
995=More than 20
Missing=Not applicable"
6,461,CTSCAN,Num,8,CT scan machines,"1=Yes
2=No
Missing=Not applicable"
6,462,MRI,Num,8,MRI machines,"1=Yes
2=No
Missing=Not applicable"
6,463,LINACC,Num,8,Linear accelerators,"1=Yes
2=No
Missing=Not applicable"
6,464,OUTSURG,Num,8,Outpatient surgery,"1=Yes
2=No
Missing=Not applicable"
6,465,OUTHOSPPCT,Num,8,Percent of outpatient space in hospital,"1=0-20%
2=21-40%
3=41% or more
Missing=Not applicable"
6,466,LABEQP,Num,8,Laboratory equipment,"1=Yes
2=No
Missing=Not applicable"
6,467,MCHEQP,Num,8,Machine equipment,"1=Yes
2=No
Missing=Not applicable"
6,468,POOL,Num,8,Indoor pool,"1=Yes
2=No
Missing=Not applicable"
6,469,HTPOOL,Num,8,Heated pool,"1=Yes
2=No
Missing=Not applicable"
6,470,POOLSRC,Num,8,Pool energy source,"1=Electricity
2=Natural gas
3=Fuel oil/Diesel/Kerosene
4=Propane
5=Solar
6=Some other energy source
Missing=Not applicable"
6,471,STRLZR,Num,8,Sterilizers or autoclaves,"1=Yes
2=No
Missing=Not applicable"
6,472,RFGEQP,Num,8,Any refrigeration,"1=Yes
2=No
Missing=Not applicable"
6,473,RFGRES,Num,8,Full-size residential type refrigerators/freezers,"1=Yes
2=No
Missing=Not applicable"
6,474,RFGCOMP,Num,8,Half-size/compact refrigerators/freezers,"1=Yes
2=No
Missing=Not applicable"
6,475,RFGWI,Num,8,Walk-in refrigerators/freezers,"1=Yes
2=No
Missing=Not applicable"
6,476,RFGOP,Num,8,Open refrigerator/freezer cases or cabinets,"1=Yes
2=No
Missing=Not applicable"
6,477,RFGCL,Num,8,Closed refrigerator/freezer cases or cabinets,"1=Yes
2=No
Missing=Not applicable"
6,478,RFGVEN,Num,8,Refrigerated vending machines,"1=Yes
2=No
Missing=Not applicable"
6,479,RFGICE,Num,8,Commercial ice makers,"1=Yes
2=No
Missing=Not applicable"
6,480,RFGSTO,Num,8,Large cold storage areas,"1=Yes
2=No
Missing=Not applicable"
6,481,RFGRSN,Num,8,Number of residential refrigerators,"1 - 1,000
99995=More than 1,000
Missing=Not applicable"
6,482,RFGCOMPN,Num,8,Number of compact refrigerators,"1 - 1,000
9995=More than 1,000
Missing=Not applicable"
6,483,RFGWIN,Num,8,Number of walk-in units,"1 - 22
Missing=Not applicable"
6,484,RFGOPN,Num,8,Number of open refrigerated cases,"1 - 54
Missing=Not applicable"
6,485,RFGCLN,Num,8,Number of closed refrigerated cases,"1 - 107
Missing=Not applicable"
6,486,RFGVNN,Num,8,Number of vending machines,"1 - 50
Missing=Not applicable"
6,487,RFGICN,Num,8,Number of commercial ice makers,"1 - 100
Missing=Not applicable"
6,488,RFGSTP,Num,8,Percent cold storage,"1 - 97
Missing=Not appplicable"
6,489,WHRECOV,Num,8,Waste heat recovery,"1=Yes
2=No
Missing=Not applicable"
6,490,WHHT2,Num,8,Waste heat used for space heating,"1=Yes
2=No
Missing=Not applicable"
6,491,WHWT,Num,8,Waste heat used for water heating,"1=Yes
2=No
Missing=Not applicable"
6,492,WHOT,Num,8,Waste heat used for some other use,"1=Yes
2=No
Missing=Not applicable"
6,493,PCTERM,Num,8,Desktop computers,"1=Yes
2=No
Missing=Not applicable"
6,494,LAPTOP,Num,8,Laptops,"1=Yes
2=No
Missing=Not applicable"
6,495,TABLET,Num,8,Tablets,"1=Yes
2=No
Missing=Not applicable"
6,496,SERVER,Num,8,Servers,"1=Yes
2=No
Missing=Not applicable"
6,497,PCTERMN,Num,8,Number of desktop computers,"1 - 3,615
Missing=Not applicable"
6,498,PCTRMC,Num,8,Desktop computers category,"1=1 to 4
2=5 to 9
3=10 to 19
4=20 to 49
5=50 to 99
6=100 to 249
7=250 to 499
8=500 to 999
9=1,000 to 2,499
10=2,500 or more
Missing=Not applicable"
6,499,LAPTPN,Num,8,Number of laptops,"1 - 1,480
Missing=Not applicable"
6,500,LAPTPC,Num,8,Number of laptops category,"1=1 to 4
2=5 to 9
3=10 to 19
4=20 to 49
5=50 to 99
6=100 to 249
7=250 to 499
8=500 to 999
9=1,000 or more
Missing=Not applicable"
6,501,MLTMON,Num,8,Multiple monitors,"1=Yes
2=No
Missing=Not applicable"
6,502,MLTMNC,Num,8,Multiple monitor category,"1=All
2=Most
3=Some
4=A few
Missing=Not applicable"
6,503,TABCHRG,Num,8,Tablets charged in building,"1=Yes
2=No
Missing=Not applicable"
6,504,TABLETN,Num,8,Number of tablets,"1 - 1,410
Missing=Not applicable"
6,505,SRVUNIT,Num,8,Server units,"1=Servers
2=Server racks
Missing=Not applicable"
6,506,SERVERN,Num,8,Number of servers or racks,"1 - 500
9995=More than 500
Missing=Not applicable"
6,507,SERVERC,Num,8,Number of servers or racks category,"1=1 to 4
2=5 to 24
3=25 to 499
4=500 or more
Missing=Not applicable"
6,508,SRVRCLST,Num,8,Server closet,"1=Yes
2=No
Missing=Not applicable"
6,509,DATACNTR,Num,8,Data center,"1=Yes
2=No
Missing=Not applicable"
6,510,DCNTRSFC,Num,8,Data center sqft category,"1=500 square feet or less
2=501 - 1,500 square feet
3=1,501 - 3,000 square feet
4=3,001 - 10,000 square feet
5=More than 10,000 square feet
Missing=Not applicable"
6,511,TRNGRM,Num,8,Computer-based training room,"1=Yes
2=No
Missing=Not applicable"
6,512,STDNRM,Num,8,Student or public computer center,"1=Yes
2=No
Missing=Not applicable"
6,513,LGOFFDEV,Num,8,Large floor-standing office devices,"1=Yes
2=No
Missing=Not applicable"
